code,date,sentiment,news_count,news_titles,sentiment_ma5,sentiment_ma10
000001,2025-03-03,-0.12096707214562918,2,深市主板小盘股流动性改善，交投活跃度提升; 深市主板本地股受政策利好刺激，集体拉升,0.3633918507975117,0.20002845741612313
000001,2025-03-04,-0.2974610138270234,2,深市主板壳资源股再度活跃，重组预期升温; 2025-03-04 深市主板中小盘股表现活跃，赚钱效应凸显,0.2734206413520923,0.13300023128512434
000001,2025-03-05,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.04917791772727611,0.11834263717120533
000001,2025-03-06,-0.4685469476501871,1,深市主板高送转预期升温，相关个股受追捧,-0.014276567456410483,0.03404702005689022
000001,2025-03-07,0.22783584243367017,2,2025-03-07 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板区域龙头获产业资本举牌，股权变更,-0.16208274258418473,0.10368529906527595
000001,2025-03-10,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.05830558301065503,0.2108487169040833
000001,2025-03-11,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,-0.017439112029624938,0.12799076466123369
000001,2025-03-12,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.20901070348243983,0.12909431060485796
000001,2025-03-13,0.11036626383462966,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板壳资源股再度活跃，重组预期升温,0.32479334577940316,0.15525838916149634
000001,2025-03-14,0.9699390963923269,1,深市主板细分龙头业绩爆发，股价创阶段新高,0.47321399657113455,0.1555656269934749
000001,2025-03-17,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.24676418105906978,0.15253488203486237
000001,2025-03-18,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.5781959900304683,0.2803784390004217
000001,2025-03-19,-0.047068862078611606,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板高送转预期升温，相关个股受追捧,0.37258730644903204,0.29079900496573596
000001,2025-03-20,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.2152771558764215,0.27003525082791235
000001,2025-03-21,0.40779609817039364,2,深市主板小盘股流动性改善，交投活跃度提升; 深市主板家族企业治理优化，市场认可度提升,0.10284855623203486,0.2880312764015847
000001,2025-03-24,0.9754568261104484,2,深市主板细分龙头业绩爆发，股价创阶段新高; 深市主板老牌企业转型升级，业绩拐点显现,0.3281948258004753,0.2874795034297726
000001,2025-03-25,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,-0.0032369831709232024,0.2874795034297726
000001,2025-03-26,0.43963973691641134,2,深市主板细分龙头业绩爆发，股价创阶段新高; 深市主板本地股受政策利好刺激，集体拉升,0.09410473662808139,0.2333460215385567
000001,2025-03-27,-0.19364224313790535,2,深市主板高送转预期升温，相关个股受追捧; 2025-03-27 深市主板中小盘股表现活跃，赚钱效应凸显,0.19061318580618497,0.2029451708413032
000001,2025-03-28,0.40312869706908927,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板本地股受政策利好刺激，集体拉升,0.1896797055859241,0.14626413090897947
000001,2025-03-31,0.6721741599426454,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板细分龙头业绩爆发，股价创阶段新高,0.1290231723523635,0.22860899907641943
000001,2025-04-01,0.931891867385112,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板家族企业治理优化，市场认可度提升,0.45063844363507055,0.22370073023207365
000001,2025-04-02,0.11036626383462966,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板壳资源股再度活跃，重组预期升温,0.38478374901871415,0.23944424282339777
000001,2025-04-03,0.3728212474829644,2,深市主板小盘股流动性改善，交投活跃度提升; 粤港澳大湾区政策落地，深市主板相关个股受益,0.4980764471428881,0.3443448164745365
000001,2025-04-07,-0.30991073469097064,2,深市主板小盘股流动性改善，交投活跃度提升; 深市主板高送转预期升温，相关个股受追捧,0.3554685607908762,0.2725741331884001
000001,2025-04-08,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.08579683099666244,0.10741000167451298
000001,2025-04-09,0.1523950334000732,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板老牌企业转型升级，业绩拐点显现,-0.07010253580034531,0.19026795391736262
000001,2025-04-10,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,-0.12243069291362207,0.13117652805254604
000001,2025-04-11,0.5311185086014731,2,2025-04-11 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板老牌企业转型升级，业绩拐点显现,-0.09077124068992033,0.2036526032264839
000001,2025-04-14,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,-0.16402599155741085,0.09572128461673265
000001,2025-04-15,0.22783584243367017,2,2025-04-15 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板区域龙头获产业资本举牌，股权变更,0.01677807473500783,0.05128745286583514
000001,2025-04-16,0.9699390963923269,1,深市主板细分龙头业绩爆发，股价创阶段新高,0.18028688733345857,0.05509217576655663
000001,2025-04-17,0.524064589723459,2,2025-04-17 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板家族企业治理优化，市场认可度提升,0.3153547096245012,0.09646200835543957
000001,2025-04-18,0.9668667180725414,1,深市主板家族企业治理优化，市场认可度提升,0.40250435151871483,0.15586655541439726
000001,2025-04-21,0.40312869706908927,2,深市主板本地股受政策利好刺激，集体拉升; 粤港澳大湾区政策落地，深市主板相关个股受益,0.6183669887382173,0.22717049859040328
000001,2025-04-22,0.9754568261104484,2,深市主板细分龙头业绩爆发，股价创阶段新高; 深市主板老牌企业转型升级，业绩拐点显现,0.767891185473573,0.39233463010429037
000001,2025-04-23,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.5557714416832067,0.3680291645083327
000001,2025-04-24,0.9699390963923269,1,深市主板细分龙头业绩爆发，股价创阶段新高,0.6449463430169804,0.48015052632074073
000001,2025-04-25,0.4381035477565187,2,深市主板家族企业治理优化，市场认可度提升; 深市主板本地股受政策利好刺激，集体拉升,0.5391937089537757,0.47084903023624536
000001,2025-04-28,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.4283130651936071,0.5233400269659122
000001,2025-04-29,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.2150897754596166,0.4914904804665948
000001,2025-04-30,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.30810354467011025,0.43193749317665847
000001,2025-05-06,0.08126246137437643,1,2025-05-06 深市主板中小盘股表现活跃，赚钱效应凸显,0.13036821766652013,0.3876572803417503
000001,2025-05-07,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.012492603768865563,0.27584315636132073
000001,2025-05-08,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.012492603768865563,0.22040283448123632
000001,2025-05-09,0.22783584243367017,2,2025-05-09 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板区域龙头获产业资本举牌，股权变更,0.07619169676750044,0.14564073611355852
000001,2025-05-12,0.6776918896607667,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板老牌企业转型升级，业绩拐点显现,0.136848230001061,0.2224758873355856
000001,2025-05-13,0.08126246137437643,1,2025-05-13 深市主板中小盘股表现活跃，赚钱效应凸显,0.136848230001061,0.13360822383379056
000001,2025-05-14,0.40312869706908927,2,深市主板本地股受政策利好刺激，集体拉升; 粤港澳大湾区政策落地，深市主板相关个股受益,0.24772887376122968,0.1301107387650476
000001,2025-05-15,0.11156735088060499,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板小盘股流动性改善，交投活跃度提升,0.3002972482837015,0.15639492602628352
000001,2025-05-16,-0.004698580592563895,2,深市主板本地股受政策利好刺激，集体拉升; 2025-05-16 深市主板中小盘股表现活跃，赚钱效应凸显,0.2537903636784547,0.16499103022297756
000001,2025-05-19,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.3144468969120153,0.22564756345653816
000001,2025-05-20,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.26793950029078917,0.20239386514592503
000001,2025-05-21,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.16918183636507048,0.2084553550631501
000001,2025-05-22,0.9754568261104484,2,深市主板老牌企业转型升级，业绩拐点显现; 深市主板细分龙头业绩爆发，股价创阶段新高,0.34195973141103914,0.3211284898473703
000001,2025-05-23,0.9739206369505555,2,深市主板老牌企业转型升级，业绩拐点显现; 深市主板家族企业治理优化，市场认可度提升,0.537683574919663,0.3957369692990589
000001,2025-05-26,0.11036626383462966,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板壳资源股再度活跃，重组预期升温,0.36356191652087505,0.33900440671644516
000001,2025-05-27,0.8969170166976828,1,粤港澳大湾区政策落地，深市主板相关个股受益,0.5732002242067624,0.4205698622487758
000001,2025-05-28,-0.047068862078611606,2,深市主板高送转预期升温，相关个股受追捧; 深市主板区域龙头获产业资本举牌，股权变更,0.581918376302941,0.3755501063340057
000001,2025-05-29,-0.15088763276772965,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板区域龙头获产业资本举牌，股权变更,0.3566494845273053,0.34930460796917223
000001,2025-05-30,-0.19364224313790535,2,2025-05-30 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板高送转预期升温，相关个股受追捧,0.12313690850961316,0.33041024171463806
000001,2025-06-03,-0.15088763276772965,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板区域龙头获产业资本举牌，股权变更,0.0708861291891413,0.21722402285500814
000001,2025-06-04,0.40933228733028626,2,深市主板细分龙头业绩爆发，股价创阶段新高; 深市主板小盘股流动性改善，交投活跃度提升,-0.026630816684337998,0.2732847037612122
000001,2025-06-05,0.9684029072324343,2,深市主板家族企业治理优化，市场认可度提升; 深市主板细分龙头业绩爆发，股价创阶段新高,0.17646353717787117,0.37919095674040604
000001,2025-06-06,-0.4685469476501871,1,深市主板高送转预期升温，相关个股受追捧,0.11293167420137969,0.2347905793643425
000001,2025-06-09,0.21418503452374793,2,深市主板高送转预期升温，相关个股受追捧; 粤港澳大湾区政策落地，深市主板相关个股受益,0.19449712973371033,0.15881701912166174
000001,2025-06-10,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.4208695674529702,0.24587784832105575
000001,2025-06-11,0.1453411145220591,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板家族企业治理优化，市场认可度提升,0.36807133289132477,0.1707202581034934
000001,2025-06-12,0.524064589723459,2,深市主板家族企业治理优化，市场认可度提升; 2025-06-12 深市主板中小盘股表现活跃，赚钱效应凸显,0.27920366938952973,0.22783360328370045
000001,2025-06-13,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.4477949036181599,0.2803632889097698
000001,2025-06-16,0.14187480046672984,2,深市主板本地股受政策利好刺激，集体拉升; 深市主板区域龙头获产业资本举牌，股权变更,0.43333285680675626,0.3139149932702333
000001,2025-06-17,0.08126246137437643,1,2025-06-17 深市主板中小盘股表现活跃，赚钱效应凸显,0.25339043791591764,0.33713000268444393
000001,2025-06-18,0.6721741599426454,2,深市主板细分龙头业绩爆发，股价创阶段新高; 深市主板区域龙头获产业资本举牌，股权变更,0.3587570470000349,0.36341418994567987
000001,2025-06-19,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.23581220454344226,0.257507936966486
000001,2025-06-20,0.21418503452374793,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板高送转预期升温，相关个股受追捧,0.20376736674959908,0.32578113518387947
000001,2025-06-23,-0.4685469476501871,1,深市主板高送转预期升温，相关个股受追捧,0.08168301712621569,0.257507936966486
000001,2025-06-24,0.3728212474829644,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板小盘股流动性改善，交投活跃度提升,0.13999477434793328,0.19669260613192546
000001,2025-06-25,0.6776918896607667,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板老牌企业转型升级，业绩拐点显现,0.14109832029155753,0.24992768364579626
000001,2025-06-26,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.23411208950205115,0.2349621470227467
000001,2025-06-27,0.1453411145220591,2,深市主板家族企业治理优化，市场认可度提升; 深市主板壳资源股再度活跃，重组预期升温,0.22034330550171338,0.21205533612565625
000001,2025-06-30,0.524064589723459,2,2025-06-30 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板家族企业治理优化，市场认可度提升,0.41886561297644265,0.25027431505132913
000001,2025-07-01,0.9668667180725414,1,深市主板家族企业治理优化，市场认可度提升,0.5376747070943579,0.3388347407211456
000001,2025-07-02,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.26689943135652006,0.2039988758240388
000001,2025-07-03,-0.2974610138270234,2,深市主板壳资源股再度活跃，重组预期升温; 2025-07-03 深市主板中小盘股表现活跃，赚钱效应凸显,0.1325253838925226,0.18331873669728688
000001,2025-07-04,0.9668667180725414,1,深市主板家族企业治理优化，市场认可度提升,0.29683050460261906,0.2585869050521662
000001,2025-07-07,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.3882124978236412,0.4035390554000419
000001,2025-07-08,0.4451574666345328,2,深市主板本地股受政策利好刺激，集体拉升; 深市主板老牌企业转型升级，业绩拐点显现,0.28387064753603947,0.41077267731519873
000001,2025-07-09,0.8969170166976828,1,粤港澳大湾区政策落地，深市主板相关个股受益,0.5984909486812606,0.43269519001889034
000001,2025-07-10,0.9668667180725414,1,深市主板家族企业治理优化，市场认可度提升,0.8513564950611736,0.4919409394768481
000001,2025-07-11,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.6398512269347645,0.4683408657686917
000001,2025-07-14,0.2506960743710698,2,深市主板高送转预期升温，相关个股受追捧; 深市主板细分龙头业绩爆发，股价创阶段新高,0.49379553064326454,0.44100401423345287
000001,2025-07-15,0.11156735088060499,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板小盘股流动性改善，交投活跃度提升,0.42707750749247897,0.3554740775142592
000001,2025-07-16,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.11245720634725778,0.3554740775142592
000001,2025-07-17,0.08126246137437643,1,2025-07-17 深市主板中小盘股表现活跃，赚钱效应凸显,-0.06466364499237524,0.3933464250343992
000001,2025-07-18,0.6776918896607667,2,深市主板老牌企业转型升级，业绩拐点显现; 深市主板区域龙头获产业资本举牌，股权变更,0.08900665745167893,0.36442894219322175
000001,2025-07-21,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,-0.09636945522821967,0.19871303770752244
000001,2025-07-22,0.8969170166976828,1,粤港澳大湾区政策落地，深市主板相关个股受益,0.06070047793519588,0.2438889927138374
000001,2025-07-23,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.17780545122897967,0.1451313287881187
000001,2025-07-24,0.4381035477565187,2,深市主板家族企业治理优化，市场认可度提升; 深市主板本地股受政策利好刺激，集体拉升,0.24917366850540815,0.09225501175651644
000001,2025-07-25,-0.4685469476501871,1,深市主板高送转预期升温，相关个股受追捧,0.019925901043217387,0.05446627924744816
000001,2025-07-28,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.019925901043217387,-0.038221777092501144
000001,2025-07-29,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,-0.17758942680822,-0.05844447443651206
000001,2025-07-30,0.22783584243367017,2,2025-07-30 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板区域龙头获产业资本举牌，股权变更,-0.11389033380958513,0.03195755870969728
000001,2025-07-31,0.9389457862631261,2,深市主板老牌企业转型升级，业绩拐点显现; 粤港澳大湾区政策落地，深市主板相关个股受益,-0.01372188610826366,0.11772589119857224
000001,2025-08-01,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.06185557890987292,0.04089073997654515
000001,2025-08-04,0.524064589723459,2,深市主板家族企业治理优化，市场认可度提升; 2025-08-04 深市主板中小盘股表现活跃，赚钱效应凸显,0.30190539466024935,0.16091564785173337
000001,2025-08-05,0.9389457862631261,2,深市主板老牌企业转型升级，业绩拐点显现; 粤港澳大湾区政策落地，深市主板相关个股受益,0.5078264764247754,0.1651185248082777
000001,2025-08-06,0.9699390963923269,1,深市主板细分龙头业绩爆发，股价创阶段新高,0.6562471272165068,0.27117839670346083
000001,2025-08-07,0.8969170166976828,1,粤港澳大湾区政策落地，深市主板相关个股受益,0.6478413733034181,0.3170597435975772
000001,2025-08-08,0.5311185086014731,2,2025-08-08 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板老牌企业转型升级，业绩拐点显现,0.7721969995356135,0.41702628922274326
000001,2025-08-11,0.9668667180725414,1,深市主板家族企业治理优化，市场认可度提升,0.8607574252054301,0.5813314099328397
000001,2025-08-12,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.6427133636064541,0.5752699200156147
000001,2025-08-13,0.6776918896607667,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板老牌企业转型升级，业绩拐点显现,0.584263922260142,0.6202555247383243
000001,2025-08-14,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.6010754300863195,0.6244584016948688
000001,2025-08-15,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.5697335730646176,0.6709652863001156
000001,2025-08-18,0.25621380408919125,2,深市主板老牌企业转型升级，业绩拐点显现; 深市主板高送转预期升温，相关个股受追捧,0.42760299026794746,0.6441802077366887
000001,2025-08-19,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.32262099680861367,0.48266718020753385
000001,2025-08-20,0.08126246137437643,1,2025-08-20 深市主板中小盘股表现活跃，赚钱效应凸显,0.2033351111513356,0.39379951670573876
000001,2025-08-21,-0.047068862078611606,2,深市主板高送转预期升温，相关个股受追捧; 深市主板区域龙头获产业资本举牌，股权变更,-0.0022735724301006454,0.2994009288281093
000001,2025-08-22,-0.19364224313790535,2,2025-08-22 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板高送转预期升温，相关个股受追捧,-0.11588386575627449,0.22692485365417153
000001,2025-08-25,0.41485001704840774,2,深市主板老牌企业转型升级，业绩拐点显现; 深市主板小盘股流动性改善，交投活跃度提升,-0.0841566231644312,0.17172318355175814
000001,2025-08-26,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.12596211933984622,0.22429155807422996
000001,2025-08-27,0.41485001704840774,2,深市主板小盘股流动性改善，交投活跃度提升; 深市主板老牌企业转型升级，业绩拐点显现,0.19267963047465247,0.19800737081299405
000001,2025-08-28,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.27697524758896763,0.13735083757943348
000001,2025-08-29,-0.004698580592563895,2,2025-08-29 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板本地股受政策利好刺激，集体拉升,0.31476398009803586,0.0994400571708807
000001,2025-09-01,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.2015390723420035,0.05869122458878615
000001,2025-09-02,-0.4685469476501871,1,深市主板高送转预期升温，相关个股受追捧,0.0329478381133733,0.07945497872660975
000001,2025-09-03,0.14687730368195195,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板细分龙头业绩爆发，股价创阶段新高,-0.02064670455991786,0.08601646295736731
000001,2025-09-04,0.9668667180725414,1,深市主板家族企业治理优化，市场认可度提升,0.09784479435599765,0.18741002097248263
000001,2025-09-05,0.9699390963923269,1,深市主板细分龙头业绩爆发，股价创阶段新高,0.2927723297529758,0.30376815492550585
000001,2025-09-08,-0.5723657183393052,2,深市主板高送转预期升温，相关个股受追捧; 深市主板壳资源股再度活跃，重组预期升温,0.2085540904314656,0.20504658138673454
000001,2025-09-09,-0.15088763276772965,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板壳资源股再度活跃，重组预期升温,0.27208595340795705,0.1525168957606652
000001,2025-09-10,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.4389054038372806,0.20912934963868138
000001,2025-09-11,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.3204139049213651,0.20912934963868138
000001,2025-09-12,0.6356631200953233,2,深市主板区域龙头获产业资本举牌，股权变更; 粤港澳大湾区政策落地，深市主板相关个股受益,0.2535587096619644,0.2731655197074701
000001,2025-09-15,0.1453411145220591,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板家族企业治理优化，市场认可度提升,0.39710007623423726,0.3028270833328514
000001,2025-09-16,0.08126246137437643,1,2025-09-16 深市主板中小盘股表现活跃，赚钱效应凸显,0.4435300950626585,0.3578080242353078
000001,2025-09-17,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.32221702859553736,0.380561216216409
000001,2025-09-18,0.4451574666345328,2,深市主板本地股受政策利好刺激，集体拉升; 深市主板老牌企业转型升级，业绩拐点显现,0.33636667722385105,0.3283902910726081
000001,2025-09-19,0.8969170166976828,1,粤港澳大湾区政策落地，深市主板相关个股受益,0.38861745654432306,0.3210880831031437
000001,2025-09-22,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,0.3414173091280103,0.36925869268112377
000001,2025-09-23,0.524064589723459,2,2025-09-23 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板家族企业治理优化，市场认可度提升,0.4299777347978268,0.43675391493024274
000001,2025-09-24,0.11156735088060499,2,深市主板小盘股流动性改善，交投活跃度提升; 深市主板区域龙头获产业资本举牌，股权变更,0.3774093602753551,0.34981319443544623
000001,2025-09-25,0.3728212474829644,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板小盘股流动性改善，交投活跃度提升,0.3629421164450414,0.34965439683444627
000001,2025-09-26,0.9809745558285696,1,深市主板老牌企业转型升级，业绩拐点显现,0.3797536242712188,0.38418554040777086
000001,2025-09-29,0.08126246137437643,1,2025-09-29 深市主板中小盘股表现活跃，赚钱效应凸显,0.41413804105799484,0.3777776750930026
000001,2025-09-30,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.27907021876695226,0.35452397678238956
000001,2025-10-09,-0.15127452173175415,1,深市主板小盘股流动性改善，交投活跃度提升,0.22650184424448044,0.30195560225991774
000001,2025-10-10,-0.047068862078611606,2,深市主板高送转预期升温，相关个股受追捧; 深市主板区域龙头获产业资本举牌，股权变更,0.14252382233216523,0.2527329693886033
000001,2025-10-13,-0.30991073469097064,2,深市主板小盘股流动性改善，交投活跃度提升; 深市主板高送转预期升温，相关个股受追捧,-0.11565323577174283,0.132050194249738
000001,2025-10-14,-0.09065962255950422,1,深市主板本地股受政策利好刺激，集体拉升,-0.15003765255851895,0.132050194249738
000001,2025-10-15,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,-0.04490090351357534,0.11708465762668845
000001,2025-10-16,-0.004698580592563895,2,深市主板本地股受政策利好刺激，集体拉升; 2025-10-16 深市主板中小盘股表现活跃，赚钱效应凸显,-0.01558571528573729,0.10545806447937159
000001,2025-10-17,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.06870990182857781,0.1056168620803715
000001,2025-10-20,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,-0.004544849038912701,-0.06009904240532776
000001,2025-10-21,-0.047068862078611606,2,深市主板区域龙头获产业资本举牌，股权变更; 深市主板高送转预期升温，相关个股受追捧,0.00417330305726582,-0.07293217475062656
000001,2025-10-22,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,-0.20594543944701157,-0.12542317148029347
000001,2025-10-23,0.6356631200953233,2,粤港澳大湾区政策落地，深市主板相关个股受益; 深市主板区域龙头获产业资本举牌，股权变更,-0.07787309930943416,-0.04672940729758572
000001,2025-10-24,0.08126246137437643,1,2025-10-24 深市主板中小盘股表现活跃，赚钱效应凸显,-0.13650245173315165,-0.03389627495228692
000001,2025-10-27,0.9699390963923269,1,深市主板细分龙头业绩爆发，股价创阶段新高,0.19272226535099837,0.09408870815604284
000001,2025-10-28,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,0.27701788246531345,0.14059559276128966
000001,2025-10-29,-0.15088763276772965,2,深市主板壳资源股再度活跃，重组预期升温; 深市主板区域龙头获产业资本举牌，股权变更,0.38207725371745216,0.0880659071352203
000001,2025-10-30,-0.6761844890284232,1,深市主板壳资源股再度活跃，重组预期升温,0.11970773189270287,0.020917316291634357
000001,2025-10-31,-0.2974610138270234,2,2025-10-31 深市主板中小盘股表现活跃，赚钱效应凸显; 深市主板壳资源股再度活跃，重组预期升温,0.04396303685242291,-0.04626970744036437
000001,2025-11-03,0.2506960743710698,2,深市主板细分龙头业绩爆发，股价创阶段新高; 深市主板高送转预期升温，相关个股受追捧,-0.09988556755182851,0.046418348899584926
000001,2025-11-04,0.08126246137437643,1,2025-11-04 深市主板中小盘股表现活跃，赚钱效应凸显,-0.158514919975546,0.05925148124488373
000001,2025-11-05,0.3744092234929639,1,深市主板区域龙头获产业资本举牌，股权变更,-0.0534555487234073,0.16431085249702243
