code,name,market,board,industry_l1,list_date,is_demo,has_detail,source,updated_at
000108,合成资产2308,SZSE,深市主板,国防军工,2004-12-31,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000109,合成资产2309,SZSE,深市主板,轻工制造,2001-05-02,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000110,合成资产2310,SZSE,深市主板,非银金融,2023-09-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000111,合成资产2311,SZSE,深市主板,银行,2006-12-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000112,合成资产2312,SZSE,深市主板,电力设备,1997-01-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000113,合成资产2313,SZSE,深市主板,医药生物,2020-04-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000114,合成资产2314,SZSE,深市主板,机械设备,1994-05-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000115,合成资产2315,SZSE,深市主板,轻工制造,1997-10-07,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000116,合成资产2316,SZSE,深市主板,家用电器,2005-07-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000117,合成资产2317,SZSE,深市主板,公用事业,2002-09-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000118,合成资产2318,SZSE,深市主板,机械设备,2010-10-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000119,合成资产2319,SZSE,深市主板,电力设备,2005-10-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000120,合成资产2320,SZSE,深市主板,机械设备,2015-01-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000121,合成资产2321,SZSE,深市主板,基础化工,2011-04-01,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000122,合成资产2322,SZSE,深市主板,商贸零售,1996-05-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000123,合成资产2323,SZSE,深市主板,房地产,2015-11-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000124,合成资产2324,SZSE,深市主板,医药生物,2019-04-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000125,合成资产2325,SZSE,深市主板,计算机,2022-09-22,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000126,合成资产2326,SZSE,深市主板,商贸零售,2012-05-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000127,合成资产2327,SZSE,深市主板,农林牧渔,1992-08-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000128,合成资产2328,SZSE,深市主板,建筑材料,1996-07-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000129,合成资产2329,SZSE,深市主板,农林牧渔,1993-10-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000130,合成资产2330,SZSE,深市主板,非银金融,1999-10-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000131,合成资产2331,SZSE,深市主板,电子,2019-01-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000132,合成资产2332,SZSE,深市主板,基础化工,2006-01-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000133,合成资产2333,SZSE,深市主板,非银金融,2023-09-07,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000134,合成资产2334,SZSE,深市主板,石油石化,2015-09-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000135,合成资产2335,SZSE,深市主板,机械设备,2002-06-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000136,合成资产2336,SZSE,深市主板,建筑装饰,2001-01-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000137,合成资产2337,SZSE,深市主板,钢铁,2011-08-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000138,合成资产2338,SZSE,深市主板,银行,2023-07-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000139,合成资产2339,SZSE,深市主板,汽车,2001-09-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000140,合成资产2340,SZSE,深市主板,交通运输,1992-10-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000141,合成资产2341,SZSE,深市主板,纺织服饰,1996-09-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000142,合成资产2342,SZSE,深市主板,家用电器,1993-02-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000143,合成资产2343,SZSE,深市主板,传媒,1999-09-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000144,合成资产2344,SZSE,深市主板,医药生物,2011-01-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000145,合成资产2345,SZSE,深市主板,电子,2003-12-25,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000146,合成资产2346,SZSE,深市主板,基础化工,2021-03-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000147,合成资产2347,SZSE,深市主板,医药生物,2008-08-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000148,合成资产2348,SZSE,深市主板,电子,1991-11-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000149,合成资产2349,SZSE,深市主板,机械设备,2015-03-09,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000150,合成资产2350,SZSE,深市主板,医药生物,2007-09-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000151,合成资产2351,SZSE,深市主板,家用电器,2012-07-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000152,合成资产2352,SZSE,深市主板,房地产,2013-02-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000153,合成资产2353,SZSE,深市主板,轻工制造,2008-07-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000154,合成资产2354,SZSE,深市主板,电子,2022-01-24,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000155,合成资产2355,SZSE,深市主板,计算机,2004-12-31,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000156,合成资产2356,SZSE,深市主板,机械设备,2010-12-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000157,合成资产2357,SZSE,深市主板,食品饮料,2006-07-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000158,合成资产2358,SZSE,深市主板,煤炭,2008-04-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000159,合成资产2359,SZSE,深市主板,传媒,2018-08-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000160,合成资产2360,SZSE,深市主板,电力设备,2010-08-04,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000161,合成资产2361,SZSE,深市主板,医药生物,2009-09-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000162,合成资产2362,SZSE,深市主板,电子,1994-12-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000163,合成资产2363,SZSE,深市主板,环保,2005-11-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000164,合成资产2364,SZSE,深市主板,房地产,2016-02-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000165,合成资产2365,SZSE,深市主板,建筑装饰,2007-08-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000166,合成资产2366,SZSE,深市主板,通信,2008-07-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000167,合成资产2367,SZSE,深市主板,纺织服饰,1994-07-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000168,合成资产2368,SZSE,深市主板,计算机,2016-06-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000169,合成资产2369,SZSE,深市主板,建筑装饰,1998-10-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000170,合成资产2370,SZSE,深市主板,有色金属,2003-06-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000171,合成资产2371,SZSE,深市主板,通信,1995-04-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000172,合成资产2372,SZSE,深市主板,传媒,2004-09-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000173,合成资产2373,SZSE,深市主板,基础化工,2007-09-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000174,合成资产2374,SZSE,深市主板,食品饮料,1993-08-31,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000175,合成资产2375,SZSE,深市主板,商贸零售,2020-09-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000176,合成资产2376,SZSE,深市主板,非银金融,2011-01-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000177,合成资产2377,SZSE,深市主板,医药生物,2005-10-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000178,合成资产2378,SZSE,深市主板,汽车,2001-03-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000179,合成资产2379,SZSE,深市主板,电力设备,1997-06-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000180,合成资产2380,SZSE,深市主板,电子,2021-04-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000181,合成资产2381,SZSE,深市主板,社会服务,2017-10-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000182,合成资产2382,SZSE,深市主板,社会服务,2013-11-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000183,合成资产2383,SZSE,深市主板,基础化工,1998-07-29,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000184,合成资产2384,SZSE,深市主板,非银金融,2013-05-06,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000185,合成资产2385,SZSE,深市主板,公用事业,2019-12-31,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000186,合成资产2386,SZSE,深市主板,基础化工,2002-11-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000187,合成资产2387,SZSE,深市主板,电力设备,1992-06-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000188,合成资产2388,SZSE,深市主板,电子,2010-11-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000189,合成资产2389,SZSE,深市主板,公用事业,1998-04-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000190,合成资产2390,SZSE,深市主板,国防军工,2007-04-06,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000191,合成资产2391,SZSE,深市主板,建筑装饰,2013-11-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000192,合成资产2392,SZSE,深市主板,电子,2023-07-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000193,合成资产2393,SZSE,深市主板,电子,2018-12-05,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000194,合成资产2394,SZSE,深市主板,商贸零售,2016-09-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000195,合成资产2395,SZSE,深市主板,社会服务,2019-03-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000196,合成资产2396,SZSE,深市主板,轻工制造,1998-11-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000197,合成资产2397,SZSE,深市主板,纺织服饰,1994-06-15,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000198,合成资产2398,SZSE,深市主板,建筑材料,2004-10-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000199,合成资产2399,SZSE,深市主板,医药生物,2012-12-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000200,合成资产2400,SZSE,深市主板,建筑装饰,1993-09-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000201,合成资产2401,SZSE,深市主板,汽车,2004-11-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000202,合成资产2402,SZSE,深市主板,银行,2022-11-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000203,合成资产2403,SZSE,深市主板,商贸零售,2002-05-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000204,合成资产2404,SZSE,深市主板,机械设备,2018-06-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000205,合成资产2405,SZSE,深市主板,建筑材料,2014-06-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000206,合成资产2406,SZSE,深市主板,银行,2022-01-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000207,合成资产2407,SZSE,深市主板,计算机,1995-03-06,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
000208,合成资产2408,SZSE,深市主板,计算机,1996-01-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
